iter	RMSE
255	51.8422448
256	51.77899057
257	51.71082102
258	51.65170623
259	51.57863612
260	51.50799187
261	51.45906005
262	51.40205914
263	51.3540025
264	51.30517774
265	51.25683898
266	51.20166688
267	51.14207802
268	51.08962099
269	51.03576335
270	50.96752042
271	50.93157594
272	50.85440162
273	50.80919783
274	50.76239227
275	50.71604266
276	50.65378281
277	50.59845749
278	50.5503058
279	50.49116579
280	50.4285518
281	50.36408195
282	50.28746023
283	50.23981254
284	50.18593627
285	50.14740996
286	50.07097509
287	50.00892061
288	49.95858599
289	49.90056137
290	49.85831199
291	49.78407155
292	49.73799524
293	49.6812793
294	49.63567336
295	49.58380467
296	49.53221571
297	49.49168455
298	49.45527191
299	49.38683914
300	49.33890045
301	49.29257766
302	49.2376422
303	49.19218644
304	49.12508717
305	49.07682246
306	49.0208715
307	48.97904847
308	48.92813188
309	48.87756208
310	48.82475088
311	48.78420846
312	48.73986668
313	48.69866286
314	48.65289095
315	48.60240509
316	48.56986444
317	48.51951255
318	48.47832524
319	48.43437405
320	48.38114109
321	48.32585311
322	48.28075536
323	48.21893596
324	48.18627178
325	48.14622057
326	48.08742149
327	48.04616311
328	48.00655737
329	47.95476025
330	47.89958438
331	47.86433263
332	47.8274086
333	47.79694314
334	47.75371736
335	47.71167779
336	47.67919759
337	47.63846611
338	47.59615024
339	47.56379299
340	47.52552161
341	47.48514077
342	47.44310034
343	47.40744591
344	47.36329389
345	47.32554009
346	47.26095748
347	47.22506342
348	47.18212404
349	47.14759023
350	47.10440914
351	47.07178983
352	47.03406982
353	46.98490848
354	46.94488165
355	46.9033619
356	46.86720313
357	46.81457118
358	46.77877858
359	46.72490836
360	46.6858926
361	46.64968565
362	46.61049335
363	46.57819684
364	46.54904861
365	46.5224861
366	46.48095926
367	46.44234228
368	46.40725547
369	46.37757568
370	46.33405193
371	46.28887583
372	46.25836032
373	46.20478099
374	46.15596527
375	46.12318498
376	46.08203989
377	46.04907086
378	46.01814479
379	45.98083123
380	45.94503701
381	45.9132902
382	45.88200487
383	45.83148848
384	45.79000102
385	45.76517129
386	45.72089489
387	45.69111348
388	45.65466071
389	45.61853054
390	45.57535775
391	45.53678258
392	45.50124035
393	45.46293161
394	45.41770969
395	45.38142391
396	45.3516719
397	45.31326402
398	45.27847507
399	45.23347128
400	45.20050273
401	45.16475096
402	45.13759223
403	45.11039559
404	45.06793037
405	45.02549542
406	44.98882102
407	44.95762024
408	44.92849608
409	44.90624099
410	44.87841137
411	44.85096316
412	44.81809431
413	44.78071998
414	44.73898049
415	44.71690454
416	44.68741971
417	44.65248027
418	44.60999508
419	44.58319545
420	44.54973699
421	44.51659744
422	44.49137804
423	44.46428312
424	44.4332156
425	44.39859227
426	44.36328432
427	44.32800554
428	44.30120519
429	44.27423623
430	44.24139527
431	44.21110971
432	44.18627363
433	44.15701705
434	44.12634195
435	44.09743532
436	44.06659149
437	44.04037202
438	44.0033075
439	43.96657124
440	43.92410189
441	43.88155666
442	43.86147938
443	43.83068106
444	43.80432465
445	43.78203107
446	43.75633048
447	43.73170975
448	43.70787496
449	43.68478683
450	43.64933034
451	43.63862689
452	43.60303258
453	43.5699716
454	43.52622204
455	43.4965951
456	43.47259102
457	43.44050665
458	43.41272852
459	43.38569868
460	43.36643424
461	43.32932463
462	43.30161525
463	43.27418032
464	43.25122651
465	43.2242377
466	43.19965331
467	43.17847933
468	43.16038345
469	43.14027344
470	43.11162438
471	43.08067936
472	43.04921833
473	43.02563223
474	42.9940739
475	42.97198148
476	42.93804892
477	42.91317581
478	42.88682132
479	42.85959955
480	42.84588886
481	42.80882956
482	42.78238502
483	42.75376287
484	42.72615887
485	42.70176963
486	42.67214414
487	42.64484877
488	42.62425467
489	42.59254688
490	42.57922656
491	42.53886637
492	42.51996515
493	42.49072125
494	42.46651568
495	42.44445714
496	42.41516606
497	42.39290978
498	42.36847211
499	42.34236743
500	42.31260308
501	42.28729983
502	42.27160976
503	42.24186321
504	42.21404722
505	42.19742997
506	42.16923481
507	42.13814522
508	42.11307743
509	42.0838642
510	42.06116851
511	42.03502566
512	42.02437158
513	41.99353726
514	41.96889331
515	41.94651186
516	41.92207696
517	41.89918651
518	41.8789417
519	41.85434905
520	41.82469324
521	41.80145614
522	41.77699233
523	41.75043072
524	41.72035189
525	41.69505723
526	41.6750019
527	41.64908212
528	41.62705378
529	41.60373293
530	41.57731603
531	41.56495204
532	41.53716291
533	41.51006901
534	41.48612492
535	41.47279304
536	41.44964889
537	41.42364285
538	41.39662346
539	41.37083319
540	41.35283354
541	41.3238941
542	41.29874973
543	41.28338339
544	41.2623753
545	41.23401755
546	41.20548185
547	41.18206323
548	41.1609656
549	41.1404034
550	41.1168055
551	41.09567683
552	41.07663728
553	41.04338648
554	41.01891025
555	40.99502298
556	40.97674505
557	40.94894853
558	40.93470456
559	40.9121874
560	40.90015296
561	40.87360254
562	40.85044608
563	40.82975749
564	40.81110008
565	40.79071462
566	40.77160877
567	40.74653684
568	40.7282335
569	40.71099738
570	40.68300148
571	40.66510989
572	40.64626188
573	40.61996484
574	40.59044476
575	40.57340091
576	40.54807762
577	40.52650941
578	40.50341575
579	40.47957191
580	40.46646384
581	40.45201204
582	40.42510093
583	40.40625304
584	40.38545815
585	40.363653
586	40.34829728
587	40.32309991
588	40.29873213
589	40.27053406
590	40.26074316
591	40.24741346
592	40.23455734
593	40.2148051
594	40.19150981
595	40.18061733
596	40.14389775
597	40.12173388
598	40.09539478
599	40.07340222
600	40.05420825
601	40.03882187
602	40.01883298
603	40.00233821
604	39.9771666
605	39.96169547
606	39.94074959
607	39.9137769
608	39.89087902
609	39.86976531
610	39.84674822
611	39.83398474
612	39.8079626
613	39.78974383
614	39.7736804
615	39.75627658
616	39.74175451
617	39.71734271
618	39.70138724
619	39.68924751
620	39.66803235
621	39.64628456
622	39.62712161
623	39.60622316
624	39.58994532
625	39.57318096
626	39.56063865
627	39.54428972
628	39.52259469
629	39.50628614
630	39.48775613
631	39.46865918
632	39.44175817
633	39.42457384
634	39.40800828
635	39.3816492
636	39.36479722
637	39.34474038
638	39.3290283
639	39.31918081
640	39.29487137
641	39.28474759
642	39.26692345
643	39.25604256
644	39.23546452
645	39.21884537
646	39.19282369
647	39.17712852
648	39.1690255
649	39.15476704
650	39.13592339
651	39.11302231
652	39.09909516
653	39.08114814
654	39.06493426
655	39.04265341
656	39.02048182
657	39.00521897
658	38.99185273
659	38.97434748
660	38.95476622
661	38.93562767
662	38.91910715
663	38.89798182
664	38.87958551
665	38.85879568
666	38.84086384
667	38.82321337
668	38.80060987
669	38.78202302
670	38.7666444
671	38.74659365
672	38.73167701
673	38.72117602
674	38.70156779
675	38.68205976
676	38.66778281
677	38.64900754
678	38.63637228
679	38.61646619
680	38.59580525
681	38.57210113
682	38.55958507
683	38.54373003
684	38.52332922
685	38.50496875
686	38.49122909
687	38.47304305
688	38.45288823
689	38.44038557
690	38.42534074
691	38.40722041
692	38.39695894
693	38.37483337
694	38.36010652
695	38.34234126
696	38.33183367
697	38.31572342
698	38.30140943
699	38.28060014
700	38.26084839
701	38.25176147
702	38.23206276
703	38.21568279
704	38.20186559
705	38.18627502
706	38.17401198
707	38.15704691
708	38.14379403
709	38.12842306
710	38.10494077
711	38.07932025
712	38.06732081
713	38.05109861
714	38.03362925
715	38.01009882
716	37.98817326
717	37.9769944
718	37.96099643
719	37.9423458
720	37.92474417
721	37.91456944
722	37.90117508
723	37.88869152
724	37.87133952
725	37.85085814
726	37.83511635
727	37.81852732
728	37.80128554
729	37.79310295
730	37.77818632
731	37.75884931
732	37.73826239
733	37.72426289
734	37.70504747
735	37.68893541
736	37.67056272
737	37.65379595
738	37.63751925
739	37.62714213
740	37.61459919
741	37.59666487
742	37.58417897
743	37.56765638
744	37.55337246
745	37.54545032
746	37.52779579
747	37.51111644
748	37.49544034
749	37.47362588
750	37.45932081
751	37.44209673
752	37.42803562
753	37.41113173
754	37.39521232
755	37.38383077
756	37.37105212
757	37.36243128
758	37.34628075
759	37.33039835
760	37.31589713
761	37.30083597
762	37.27898436
763	37.26485147
764	37.25037082
765	37.2372472
766	37.21940078
767	37.19542313
768	37.18537761
769	37.16908956
770	37.15751021
771	37.13887669
772	37.12677845
773	37.12002394
774	37.10528865
775	37.0939664
776	37.07730268
777	37.06502628
778	37.04746547
779	37.03291582
780	37.02144226
781	37.00450171
782	36.98754709
783	36.97108807
784	36.95794063
785	36.94269367
786	36.92204599
787	36.90230088
788	36.88791169
789	36.87167114
790	36.86153472
791	36.84826439
792	36.83014101
793	36.81741504
794	36.80139423
795	36.77871312
796	36.76646686
797	36.75183069
798	36.73264457
799	36.71673468
800	36.70377382
801	36.6952294
802	36.67915316
803	36.66216692
804	36.6477277
805	36.637215
806	36.62474239
807	36.61168919
808	36.59985108
809	36.57686001
810	36.56413552
811	36.55209286
812	36.54214774
813	36.52678476
814	36.51019761
815	36.48773149
816	36.4719564
817	36.46527804
818	36.46218641
819	36.4471869
820	36.43323294
821	36.4186239
822	36.40889951
823	36.39684622
824	36.38568478
825	36.37090763
826	36.34979111
827	36.34121583
828	36.32189098
829	36.31396735
830	36.29527584
831	36.285621
832	36.28009474
833	36.26897102
834	36.25659812
835	36.2439737
836	36.23004352
837	36.21755956
838	36.20640013
839	36.19700064
840	36.17704249
841	36.16430424
842	36.14787076
843	36.13565372
844	36.12337611
845	36.11222824
846	36.10074421
847	36.09228434
848	36.08059498
849	36.06334317
850	36.0535715
851	36.03984788
852	36.02157808
853	36.00963936
854	35.99923568
855	35.98103848
856	35.96731866
857	35.95050706
858	35.93482411
859	35.92205745
860	35.91177262
861	35.89719811
862	35.88476056
863	35.87194009
864	35.85242058
865	35.84041592
866	35.82514002
867	35.80871007
868	35.80112812
869	35.78390026
870	35.77412855
871	35.75663019
872	35.74631418
873	35.73291171
874	35.71594795
875	35.70538235
876	35.69765728
877	35.68252389
878	35.66750505
879	35.65166413
880	35.63759536
881	35.62905378
882	35.61473848
883	35.60331585
884	35.59321246
885	35.58646926
886	35.57029174
887	35.55918967
888	35.55009527
889	35.53800591
890	35.52362244
891	35.51033071
892	35.50478173
893	35.48931225
894	35.47724622
895	35.46681121
896	35.45685453
897	35.44826559
898	35.43737584
899	35.42541382
900	35.41387553
901	35.40258129
902	35.39313334
903	35.38218038
904	35.36894032
905	35.35385465
906	35.33817012
907	35.32593742
908	35.3136046
909	35.30200559
910	35.29390339
911	35.28559095
912	35.27370586
913	35.26178256
914	35.25505815
915	35.24351168
916	35.23292125
917	35.22477025
918	35.21796672
919	35.20581371
920	35.19306224
921	35.17619464
922	35.16349492
923	35.15250914
924	35.142607
925	35.12172768
926	35.11778956
927	35.10630767
928	35.09342526
929	35.08393673
930	35.06756131
931	35.05292893
932	35.03892117
933	35.02692357
934	35.01826008
935	35.00571207
936	34.99053163
937	34.98348057
938	34.96948051
939	34.95578199
940	34.94761366
941	34.93775686
942	34.92566708
943	34.91341579
944	34.89949432
945	34.89222263
946	34.88142704
947	34.87131764
948	34.85914633
949	34.85139381
950	34.84486527
951	34.8243797
952	34.81509475
953	34.80496259
954	34.79348155
955	34.78291981
956	34.77086619
957	34.76170749
958	34.74969653
959	34.73912659
960	34.72733298
961	34.71940766
962	34.71240211
963	34.70108626
964	34.69008927
965	34.6786139
966	34.66561117
967	34.66034986
968	34.64978071
969	34.63851557
970	34.62923755
971	34.62172547
972	34.61320691
973	34.59995268
974	34.58932564
975	34.57977183
976	34.56926776
977	34.55886334
978	34.54847784
979	34.53870727
980	34.53238091
981	34.52278339
982	34.51716482
983	34.51088574
984	34.49962758
985	34.49243171
986	34.47563168
987	34.46638604
988	34.45653698
989	34.44670421
990	34.43333806
991	34.41928616
992	34.40801833
993	34.39980082
994	34.3889139
995	34.37507678
996	34.36543156
997	34.35509185
998	34.34261265
999	34.33484943
